Info 0    [12:02:10.253] Starting TS Server
Info 2793 [13:18:33.930] Different program with same set of files
Info 2794 [13:18:34.080] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2795 [13:18:34.084] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 181 structureChanged: false structureIsReused:: Completely Elapsed: 3.6241250038146973ms
Info 2796 [13:18:34.084] Different program with same set of files
Info 2797 [13:18:34.254] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2798 [13:18:34.257] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 182 structureChanged: false structureIsReused:: Completely Elapsed: 3.1112499982118607ms
Info 2799 [13:18:34.257] Different program with same set of files
Info 2800 [13:18:34.437] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2801 [13:18:34.439] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 183 structureChanged: false structureIsReused:: Completely Elapsed: 1.8125ms
Info 2802 [13:18:34.439] Different program with same set of files
Info 2803 [13:18:34.589] getCompletionData: Get current token: 0.014583006501197815
Info 2804 [13:18:34.589] getCompletionData: Is inside comment: 0.015958011150360107
Info 2805 [13:18:34.589] getCompletionData: Get previous token: 0.09804199635982513
Info 2806 [13:18:34.589] getCompletionsAtPosition: isCompletionListBlocker: 0.0074169933795928955
Info 2807 [13:18:34.589] getCompletionData: Semantic work: 0.17737500369548798
Info 2808 [13:18:34.589] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.06545799970626831
Info 2809 [13:18:34.914] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2810 [13:18:34.916] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 184 structureChanged: false structureIsReused:: Completely Elapsed: 2.0868339985609055ms
Info 2811 [13:18:34.916] Different program with same set of files
Info 2812 [13:18:35.096] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2813 [13:18:35.100] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 185 structureChanged: false structureIsReused:: Completely Elapsed: 4.488207995891571ms
Info 2814 [13:18:35.101] Different program with same set of files
Info 2815 [13:18:35.269] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2816 [13:18:35.273] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 186 structureChanged: false structureIsReused:: Completely Elapsed: 3.8432499915361404ms
Info 2817 [13:18:35.273] Different program with same set of files
Info 2818 [13:18:35.354] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2819 [13:18:35.358] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 187 structureChanged: false structureIsReused:: Completely Elapsed: 3.564666986465454ms
Info 2820 [13:18:35.358] Different program with same set of files
Info 2821 [13:18:35.426] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2822 [13:18:35.429] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 188 structureChanged: false structureIsReused:: Completely Elapsed: 2.7446660101413727ms
Info 2823 [13:18:35.429] Different program with same set of files
Info 2824 [13:18:35.532] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2825 [13:18:35.535] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 189 structureChanged: false structureIsReused:: Completely Elapsed: 3.463124990463257ms
Info 2826 [13:18:35.535] Different program with same set of files
Info 2827 [13:18:35.607] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2828 [13:18:35.609] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 190 structureChanged: false structureIsReused:: Completely Elapsed: 1.7775830030441284ms
Info 2829 [13:18:35.609] Different program with same set of files
Info 2830 [13:18:35.686] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2831 [13:18:35.688] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 191 structureChanged: false structureIsReused:: Completely Elapsed: 2.072415992617607ms
Info 2832 [13:18:35.688] Different program with same set of files
Info 2833 [13:18:35.833] getCompletionData: Get current token: 0.014749988913536072
Info 2834 [13:18:35.834] getCompletionData: Is inside comment: 0.005208000540733337
Info 2835 [13:18:35.834] getCompletionData: Get previous token: 0.09433400630950928
Info 2836 [13:18:35.834] getCompletionsAtPosition: isCompletionListBlocker: 0.00941699743270874
Info 2837 [13:18:35.834] getCompletionData: Semantic work: 0.2446250021457672
Info 2838 [13:18:35.834] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.10533399879932404
Info 2839 [13:18:36.002] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2840 [13:18:36.007] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 192 structureChanged: false structureIsReused:: Completely Elapsed: 5.906459003686905ms
Info 2841 [13:18:36.008] Different program with same set of files
Info 2842 [13:18:36.224] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2843 [13:18:36.227] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 193 structureChanged: false structureIsReused:: Completely Elapsed: 2.7747910022735596ms
Info 2844 [13:18:36.227] Different program with same set of files
Info 2845 [13:18:36.319] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2846 [13:18:36.325] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 194 structureChanged: false structureIsReused:: Completely Elapsed: 5.632458001375198ms
Info 2847 [13:18:36.325] Different program with same set of files
Info 2848 [13:18:36.468] getCompletionData: Get current token: 0.04470899701118469
Info 2849 [13:18:36.468] getCompletionData: Is inside comment: 0.002749994397163391
Info 2850 [13:18:36.468] getCompletionData: Get previous token: 0.02912500500679016
Info 2851 [13:18:36.468] getCompletionsAtPosition: isCompletionListBlocker: 0.005874991416931152
Info 2852 [13:18:36.468] getCompletionData: Semantic work: 0.10383400321006775
Info 2853 [13:18:36.468] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.02058298885822296
Info 2854 [13:18:50.883] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2855 [13:18:50.896] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 195 structureChanged: false structureIsReused:: Completely Elapsed: 12.879708990454674ms
Info 2856 [13:18:50.896] Different program with same set of files
Info 2857 [13:18:51.032] getCompletionData: Get current token: 0.004250004887580872
Info 2858 [13:18:51.032] getCompletionData: Is inside comment: 0.001458004117012024
Info 2859 [13:18:51.032] getCompletionData: Get previous token: 0.03125
Info 2860 [13:18:51.032] getCompletionsAtPosition: isCompletionListBlocker: 0.010124996304512024
Info 2861 [13:18:51.041] getCompletionData: Semantic work: 9.45583400130272
Info 2862 [13:18:51.046] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.749832987785339
Info 2863 [13:18:53.198] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2864 [13:18:53.202] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 196 structureChanged: false structureIsReused:: Completely Elapsed: 4.236832991242409ms
Info 2865 [13:18:53.202] Different program with same set of files
Info 2866 [13:19:03.375] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2867 [13:19:03.390] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 197 structureChanged: false structureIsReused:: Completely Elapsed: 14.212666988372803ms
Info 2868 [13:19:03.390] Different program with same set of files
Info 2869 [13:19:03.629] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2870 [13:19:03.632] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 198 structureChanged: false structureIsReused:: Completely Elapsed: 3.5567090064287186ms
Info 2871 [13:19:03.632] Different program with same set of files
Info 2872 [13:19:03.759] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2873 [13:19:03.763] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 199 structureChanged: false structureIsReused:: Completely Elapsed: 3.2746659964323044ms
Info 2874 [13:19:03.763] Different program with same set of files
Info 2875 [13:19:03.839] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2876 [13:19:03.843] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 200 structureChanged: false structureIsReused:: Completely Elapsed: 3.7641250044107437ms
Info 2877 [13:19:03.843] Different program with same set of files
Info 2878 [13:19:04.010] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2879 [13:19:04.020] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 201 structureChanged: false structureIsReused:: Completely Elapsed: 9.238749995827675ms
Info 2880 [13:19:04.020] Different program with same set of files
Info 2881 [13:19:04.127] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2882 [13:19:04.130] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 202 structureChanged: false structureIsReused:: Completely Elapsed: 2.9423750042915344ms
Info 2883 [13:19:04.130] Different program with same set of files
Info 2884 [13:19:04.242] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2885 [13:19:04.245] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 203 structureChanged: false structureIsReused:: Completely Elapsed: 2.271125003695488ms
Info 2886 [13:19:04.245] Different program with same set of files
Info 2887 [13:19:04.408] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2888 [13:19:04.410] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 204 structureChanged: false structureIsReused:: Completely Elapsed: 2.2960000038146973ms
Info 2889 [13:19:04.410] Different program with same set of files
Info 2890 [13:19:04.411] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2891 [13:19:04.414] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 205 structureChanged: false structureIsReused:: Completely Elapsed: 2.3657499998807907ms
Info 2892 [13:19:04.414] Different program with same set of files
Info 2893 [13:19:04.899] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2894 [13:19:04.902] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 206 structureChanged: false structureIsReused:: Completely Elapsed: 2.3237079977989197ms
Info 2895 [13:19:04.903] Different program with same set of files
Info 2896 [13:19:05.057] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2897 [13:19:05.059] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 207 structureChanged: false structureIsReused:: Completely Elapsed: 2.463250011205673ms
Info 2898 [13:19:05.059] Different program with same set of files
Info 2899 [13:19:05.427] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2900 [13:19:05.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 208 structureChanged: false structureIsReused:: Completely Elapsed: 4.793292000889778ms
Info 2901 [13:19:05.432] Different program with same set of files
Info 2902 [13:19:05.916] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2903 [13:19:05.919] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 209 structureChanged: false structureIsReused:: Completely Elapsed: 2.4169580042362213ms
Info 2904 [13:19:05.919] Different program with same set of files
Info 2905 [13:19:06.602] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2906 [13:19:06.609] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 210 structureChanged: false structureIsReused:: Completely Elapsed: 6.2375839948654175ms
Info 2907 [13:19:06.609] Different program with same set of files
Info 2908 [13:19:06.787] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2909 [13:19:06.790] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 211 structureChanged: false structureIsReused:: Completely Elapsed: 3.3320830017328262ms
Info 2910 [13:19:06.790] Different program with same set of files
Info 2911 [13:19:06.964] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2912 [13:19:06.966] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 212 structureChanged: false structureIsReused:: Completely Elapsed: 2.508415997028351ms
Info 2913 [13:19:06.966] Different program with same set of files
Info 2914 [13:19:06.967] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2915 [13:19:06.970] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 213 structureChanged: false structureIsReused:: Completely Elapsed: 3.0287920087575912ms
Info 2916 [13:19:06.970] Different program with same set of files
Info 2917 [13:19:07.175] getCompletionData: Get current token: 0.01199999451637268
Info 2918 [13:19:07.175] getCompletionData: Is inside comment: 0.006916999816894531
Info 2919 [13:19:07.175] getCompletionData: Get previous token: 0.07183399796485901
Info 2920 [13:19:07.176] getCompletionsAtPosition: isCompletionListBlocker: 0.007749989628791809
Info 2921 [13:19:07.178] getCompletionData: Semantic work: 2.386374995112419
Info 2922 [13:19:07.185] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.372374996542931
Info 2923 [13:19:07.189] getCompletionData: Get current token: 0.014500007033348083
Info 2924 [13:19:07.189] getCompletionData: Is inside comment: 0.0036249905824661255
Info 2925 [13:19:07.189] getCompletionData: Get previous token: 0.07391700148582458
Info 2926 [13:19:07.189] getCompletionsAtPosition: isCompletionListBlocker: 0.009583011269569397
Info 2927 [13:19:07.193] getCompletionData: Semantic work: 3.651542007923126
Info 2928 [13:19:07.201] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.909834012389183
Info 2929 [13:19:07.204] getCompletionData: Get current token: 0.013750001788139343
Info 2930 [13:19:07.205] getCompletionData: Is inside comment: 0.0034999996423721313
Info 2931 [13:19:07.205] getCompletionData: Get previous token: 0.07225000858306885
Info 2932 [13:19:07.205] getCompletionsAtPosition: isCompletionListBlocker: 0.010832995176315308
Info 2933 [13:19:07.208] getCompletionData: Semantic work: 3.2342090010643005
Info 2934 [13:19:07.214] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.880791008472443
Info 2935 [13:19:07.216] getCompletionData: Get current token: 0.006541997194290161
Info 2936 [13:19:07.216] getCompletionData: Is inside comment: 0.0016670078039169312
Info 2937 [13:19:07.216] getCompletionData: Get previous token: 0.037125006318092346
Info 2938 [13:19:07.216] getCompletionsAtPosition: isCompletionListBlocker: 0.004457995295524597
Info 2939 [13:19:07.220] getCompletionData: Semantic work: 3.878499999642372
Info 2940 [13:19:07.225] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.169208988547325
Info 2941 [13:19:07.244] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2942 [13:19:07.249] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 214 structureChanged: false structureIsReused:: Completely Elapsed: 4.235750004649162ms
Info 2943 [13:19:07.249] Different program with same set of files
Info 2944 [13:19:07.379] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2945 [13:19:07.382] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 215 structureChanged: false structureIsReused:: Completely Elapsed: 2.619499996304512ms
Info 2946 [13:19:07.382] Different program with same set of files
Info 2947 [13:19:07.581] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2948 [13:19:07.582] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 216 structureChanged: false structureIsReused:: Completely Elapsed: 1.850042000412941ms
Info 2949 [13:19:07.583] Different program with same set of files
Info 2950 [13:19:07.703] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2951 [13:19:07.705] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 217 structureChanged: false structureIsReused:: Completely Elapsed: 2.190667003393173ms
Info 2952 [13:19:07.705] Different program with same set of files
Info 2953 [13:19:07.901] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2954 [13:19:07.903] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 218 structureChanged: false structureIsReused:: Completely Elapsed: 2.500249996781349ms
Info 2955 [13:19:07.903] Different program with same set of files
Info 2956 [13:19:08.028] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2957 [13:19:08.030] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 219 structureChanged: false structureIsReused:: Completely Elapsed: 2.040709003806114ms
Info 2958 [13:19:08.030] Different program with same set of files
Info 2959 [13:19:08.163] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2960 [13:19:08.166] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 220 structureChanged: false structureIsReused:: Completely Elapsed: 2.379375010728836ms
Info 2961 [13:19:08.166] Different program with same set of files
Info 2962 [13:19:08.300] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2963 [13:19:08.302] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 221 structureChanged: false structureIsReused:: Completely Elapsed: 1.760333001613617ms
Info 2964 [13:19:08.302] Different program with same set of files
Info 2965 [13:19:08.370] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2966 [13:19:08.374] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 222 structureChanged: false structureIsReused:: Completely Elapsed: 4.591124996542931ms
Info 2967 [13:19:08.375] Different program with same set of files
Info 2968 [13:19:09.068] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2969 [13:19:09.071] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 223 structureChanged: false structureIsReused:: Completely Elapsed: 2.783500000834465ms
Info 2970 [13:19:09.071] Different program with same set of files
Info 2971 [13:19:40.617] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2972 [13:19:40.635] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 224 structureChanged: false structureIsReused:: Completely Elapsed: 17.183917000889778ms
Info 2973 [13:19:40.635] Different program with same set of files
Info 2974 [13:19:40.777] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2975 [13:19:40.791] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 225 structureChanged: false structureIsReused:: Completely Elapsed: 11.45737500488758ms
Info 2976 [13:19:40.791] Different program with same set of files
Info 2977 [13:19:40.859] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2978 [13:19:40.865] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 226 structureChanged: false structureIsReused:: Completely Elapsed: 5.819874987006187ms
Info 2979 [13:19:40.865] Different program with same set of files
Info 2980 [13:19:41.046] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2981 [13:19:41.050] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 227 structureChanged: false structureIsReused:: Completely Elapsed: 4.2132920026779175ms
Info 2982 [13:19:41.050] Different program with same set of files
Info 2983 [13:19:41.186] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2984 [13:19:41.196] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 228 structureChanged: false structureIsReused:: Completely Elapsed: 10.206917002797127ms
Info 2985 [13:19:41.196] Different program with same set of files
Info 2986 [13:19:41.383] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2987 [13:19:41.388] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 229 structureChanged: false structureIsReused:: Completely Elapsed: 4.585542008280754ms
Info 2988 [13:19:41.388] Different program with same set of files
Info 2989 [13:19:41.526] getCompletionData: Get current token: 0.0020419955253601074
Info 2990 [13:19:41.526] getCompletionData: Is inside comment: 0.0012090057134628296
Info 2991 [13:19:41.526] getCompletionData: Get previous token: 0.019916996359825134
Info 2992 [13:19:41.526] getCompletionsAtPosition: isCompletionListBlocker: 0.0050420016050338745
Info 2993 [13:19:41.526] getCompletionData: Semantic work: 0.43241700530052185
Info 2994 [13:19:41.526] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.03654100000858307
Info 2995 [13:20:19.373] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2996 [13:20:19.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 230 structureChanged: false structureIsReused:: Completely Elapsed: 7.640083000063896ms
Info 2997 [13:20:19.381] Different program with same set of files
Info 2998 [13:23:08.443] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2999 [13:23:08.467] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 231 structureChanged: false structureIsReused:: Completely Elapsed: 23.88041700422764ms
Info 3000 [13:23:08.467] Different program with same set of files
Info 3001 [13:23:09.559] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3002 [13:23:09.564] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 232 structureChanged: false structureIsReused:: Completely Elapsed: 4.787833005189896ms
Info 3003 [13:23:09.564] Different program with same set of files
Info 3004 [13:23:12.540] Format host information updated
Info 3005 [13:23:12.761] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3006 [13:23:12.768] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 233 structureChanged: false structureIsReused:: Completely Elapsed: 6.258790999650955ms
Info 3007 [13:23:12.768] Different program with same set of files
Info 3008 [13:23:13.572] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 3009 [13:23:13.575] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 234 structureChanged: false structureIsReused:: Completely Elapsed: 3.4745419919490814ms
Info 3010 [13:23:13.575] Different program with same set of files
Info 3011 [13:32:28.044] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3012 [13:32:28.118] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 483 structureChanged: false structureIsReused:: Completely Elapsed: 71.83454199135303ms
Info 3013 [13:32:28.118] Different program with same set of files
Info 3014 [13:32:29.310] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3015 [13:32:29.330] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 484 structureChanged: false structureIsReused:: Completely Elapsed: 20.26104199886322ms
Info 3016 [13:32:29.330] Different program with same set of files
Info 3017 [13:34:37.071] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3018 [13:34:37.111] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 485 structureChanged: false structureIsReused:: Completely Elapsed: 40.207084000110626ms
Info 3019 [13:34:37.111] Different program with same set of files
Info 3020 [13:34:38.175] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3021 [13:34:38.194] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 486 structureChanged: false structureIsReused:: Completely Elapsed: 18.21745800971985ms
Info 3022 [13:34:38.194] Different program with same set of files
Info 3023 [13:34:38.267] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3024 [13:34:38.273] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 487 structureChanged: false structureIsReused:: Completely Elapsed: 6.376209005713463ms
Info 3025 [13:34:38.273] Different program with same set of files
Info 3026 [13:34:38.589] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3027 [13:34:38.593] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 488 structureChanged: false structureIsReused:: Completely Elapsed: 3.6867920011281967ms
Info 3028 [13:34:38.593] Different program with same set of files
Info 3029 [13:34:38.990] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3030 [13:34:38.993] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 489 structureChanged: false structureIsReused:: Completely Elapsed: 3.327000007033348ms
Info 3031 [13:34:38.994] Different program with same set of files
Info 3032 [13:34:39.224] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3033 [13:34:39.229] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 490 structureChanged: false structureIsReused:: Completely Elapsed: 5.075333997607231ms
Info 3034 [13:34:39.229] Different program with same set of files
Info 3035 [13:34:39.320] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3036 [13:34:39.331] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 491 structureChanged: false structureIsReused:: Completely Elapsed: 10.773582994937897ms
Info 3037 [13:34:39.331] Different program with same set of files
Info 3038 [13:34:39.421] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3039 [13:34:39.425] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 492 structureChanged: false structureIsReused:: Completely Elapsed: 3.652458995580673ms
Info 3040 [13:34:39.425] Different program with same set of files
Info 3041 [13:34:39.526] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3042 [13:34:39.532] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 493 structureChanged: false structureIsReused:: Completely Elapsed: 5.635208994150162ms
Info 3043 [13:34:39.533] Different program with same set of files
Info 3044 [13:34:39.659] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3045 [13:34:39.665] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 494 structureChanged: false structureIsReused:: Completely Elapsed: 6.541000008583069ms
Info 3046 [13:34:39.666] Different program with same set of files
Info 3047 [13:34:39.758] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3048 [13:34:39.763] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 495 structureChanged: false structureIsReused:: Completely Elapsed: 4.556416988372803ms
Info 3049 [13:34:39.763] Different program with same set of files
Info 3050 [13:34:39.897] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3051 [13:34:39.903] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 496 structureChanged: false structureIsReused:: Completely Elapsed: 5.188167005777359ms
Info 3052 [13:34:39.903] Different program with same set of files
Info 3053 [13:34:39.977] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3054 [13:34:39.988] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 497 structureChanged: false structureIsReused:: Completely Elapsed: 10.693667009472847ms
Info 3055 [13:34:39.988] Different program with same set of files
Info 3056 [13:34:40.057] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3057 [13:34:40.061] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 498 structureChanged: false structureIsReused:: Completely Elapsed: 4.407582998275757ms
Info 3058 [13:34:40.061] Different program with same set of files
Info 3059 [13:34:40.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3060 [13:34:40.316] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 499 structureChanged: false structureIsReused:: Completely Elapsed: 11.601124987006187ms
Info 3061 [13:34:40.317] Different program with same set of files
Info 3062 [13:34:40.501] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3063 [13:34:40.506] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 500 structureChanged: false structureIsReused:: Completely Elapsed: 5.282583996653557ms
Info 3064 [13:34:40.506] Different program with same set of files
Info 3065 [13:34:40.668] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3066 [13:34:40.678] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 501 structureChanged: false structureIsReused:: Completely Elapsed: 10.36404199898243ms
Info 3067 [13:34:40.678] Different program with same set of files
Info 3068 [13:34:40.679] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3069 [13:34:40.686] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 502 structureChanged: false structureIsReused:: Completely Elapsed: 7.201333999633789ms
Info 3070 [13:34:40.686] Different program with same set of files
Info 3071 [13:34:40.888] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3072 [13:34:40.891] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 503 structureChanged: false structureIsReused:: Completely Elapsed: 3.6494589895009995ms
Info 3073 [13:34:40.891] Different program with same set of files
Info 3074 [13:34:40.959] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3075 [13:34:40.971] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 504 structureChanged: false structureIsReused:: Completely Elapsed: 11.659541994333267ms
Info 3076 [13:34:40.971] Different program with same set of files
